alg,frame1,frame2,seconds,hd
FVR3D,13,12,40.0398,0.817704
FVR3D,14,13,39.0152,1.64211
FVR3D,15,14,39.0915,1.51886
FVR3D,16,15,38.7585,1.71268
FVR3D,17,16,38.7789,7.74228
FVR3D,18,17,38.7833,12.0208
FVR3D,19,18,39.0162,249.331
FVR3D,20,19,38.4704,5.6429
FVR3D,21,20,38.3967,62.5986
FVR3D,22,21,38.341,10.4493
FVR3D,23,22,38.3191,1.76765
FVR3D,24,23,38.8421,31.9194
FVR3D,25,24,38.454,1.4073
FVR3D,26,25,39.6922,32.6721
FVR3D,27,26,38.9606,8.02834
FVR3D,28,27,37.8256,1.15479
FVR3D,29,28,37.9515,9.93725
FVR3D-2,5,4,23.3103,0.910999
FVR3D-2,6,5,24.3587,0.999278
FVR3D-2,7,6,24.8763,0.93797
FVR3D-2,8,7,25.2939,0.725146
FVR3D-2,9,8,24.5503,0.873802
FVR3D-2,10,9,29.0711,0.910766
FVR3D-2,11,10,24.3747,0.837912
FVR3D-2,12,11,29.2035,0.917413
FVR3D-2,13,12,25.5289,1.07984
FVR3D-2,14,13,35.9201,1.08818
FVR3D-2,15,14,30.4345,1.3515
FVR3D-2,16,15,46.2685,1.3956
FVR3D-2,17,16,41.7733,5.24665
FVR3D-2,18,17,57.646,5.48707
FVR3D-2,19,18,50.1428,8.87859
FVR3D-2,20,19,42.8115,4.6313
FVR3D-2,21,20,55.4085,4.30693
FVR3D-2,22,21,74.9219,1.43469
FVR3D-2,23,22,33.2068,0.913393
FVR3D-2,24,23,56.8062,197.276
FVR3D-2,25,24,31.5326,1.09824
FVR3D-2,26,25,42.8161,23.2537
FVR3D-2,27,26,68.8197,4.30237
FVR3D-2,28,27,30.4915,0.925099
FVR3D-2,29,28,36.2964,2.80695
FFVR,5,4,6.93006,0.590357
FFVR,6,5,5.04613,0.772099
FFVR,7,6,5.02544,4.11162
FFVR,8,7,5.36404,1.92263
FFVR,9,8,4.95882,0.88867
FFVR,10,9,4.94913,0.9249
FFVR,11,10,5.02446,1.08238
FFVR,12,11,5.02889,1.75381
FFVR,13,12,5.1859,1.59803
FFVR,14,13,5.15739,2.31021
FFVR,15,14,4.92469,4.8721
FFVR,16,15,5.19095,4.10436
FFVR,17,16,5.11184,15.0171
FFVR,18,17,4.99007,9.0443
FFVR,19,18,5.2435,73.3063
FFVR,20,19,5.09001,4.07405
FFVR,21,20,5.00849,2.92256
FFVR,22,21,5.04584,4.45513
FFVR,23,22,4.93755,1.47043
FFVR,24,23,4.88027,7.70519
FFVR,25,24,5.26838,1.7223
FFVR,26,25,5.04767,35.9841
FFVR,27,26,4.9723,9.61946
FFVR,28,27,5.18945,0.880278
FFVR,29,28,5.02218,8.00289
