alg,frame1,frame2,seconds,hd
none,1,0,0,5.37382
none,2,1,0,6.56162
none,3,2,0,6.65234
none,4,3,0,17.1746
none,5,4,0,3.91315
none,6,5,0,4.59737
none,7,6,0,5.58186
none,8,7,0,7.0974
none,9,8,0,3.72886
none,10,9,0,7.01353
none,11,10,0,5.18805
none,12,11,0,5.91212
none,13,12,0,5.71047
none,14,13,0,4.82899
none,15,14,0,3.60119
none,16,15,0,3.86105
none,17,16,0,3.4495
none,18,17,0,3.99868
none,19,18,0,4.04312
none,20,19,0,3.50536
none,21,20,0,3.06007
none,22,21,0,4.33324
none,23,22,0,4.12551
none,24,23,0,3.54279
none,25,24,0,3.66
none,26,25,0,8.42602
none,27,26,0,6.68477
none,28,27,0,4.56545
none,29,28,0,3.683
none,30,29,0,4.40545
none,31,30,0,4.59569
none,32,31,0,5.24711
none,33,32,0,5.25997
none,34,33,0,4.79723
none,35,34,0,8.46972
none,36,35,0,3.98856
none,37,36,0,3.59071
none,38,37,0,7.03909
none,39,38,0,4.10042
none,40,39,0,3.60272
none,41,40,0,3.22921
none,42,41,0,3.6578
none,43,42,0,3.95489
none,44,43,0,5.4795
none,45,44,0,3.81174
none,46,45,0,4.27101
none,47,46,0,3.6775
none,48,47,0,3.76005
none,49,48,0,3.26319
none,50,49,0,5.2126
none,51,50,0,5.34008
none,52,51,0,4.52885
none,53,52,0,7.46051
none,54,53,0,5.5521
none,55,54,0,6.7537
none,56,55,0,3.8865
none,57,56,0,4.26238
none,58,57,0,5.04819
none,59,58,0,5.46269
none,60,59,0,4.41562
none,61,60,0,4.46519
none,62,61,0,5.53793
none,63,62,0,7.16327
none,64,63,0,4.87847
none,65,64,0,5.0604
none,66,65,0,6.40765
none,67,66,0,9.56288
none,68,67,0,3.81467
none,69,68,0,5.86478
none,70,69,0,4.67287
none,71,70,0,6.03686
none,72,71,0,7.71484
none,73,72,0,7.16589
none,74,73,0,8.56028
none,75,74,0,6.85136
FM2D,1,0,0.94949,5.05086
FM2D,2,1,0.639555,6.16482
FM2D,3,2,0.661977,6.85857
FM2D,4,3,0.688331,16.2066
FM2D,5,4,0.769558,3.50198
FM2D,6,5,0.673946,4.58719
FM2D,7,6,0.614624,5.89601
FM2D,8,7,0.65677,6.27123
FM2D,9,8,0.69507,4.2759
FM2D,10,9,0.578713,7.01757
FM2D,11,10,0.580811,5.50507
FM2D,12,11,0.660419,5.53911
FM2D,13,12,0.58921,4.00992
FM2D,14,13,0.577096,4.79772
FM2D,15,14,0.676488,4.30203
FM2D,16,15,0.62353,3.29963
FM2D,17,16,0.569954,3.62452
FM2D,18,17,0.624114,3.92782
FM2D,19,18,0.625801,3.3216
FM2D,20,19,0.54983,3.94273
FM2D,21,20,0.583003,4.78113
FM2D,22,21,0.601347,4.83947
FM2D,23,22,0.556747,4.19892
FM2D,24,23,0.569097,3.83934
FM2D,25,24,0.675268,4.05986
FM2D,26,25,0.552173,4.21654
FM2D,27,26,0.619766,5.14722
FM2D,28,27,0.6609,5.11527
FM2D,29,28,0.577616,3.66161
FM2D,30,29,0.564238,3.95408
FM2D,31,30,0.650354,4.25563
FM2D,32,31,0.552237,5.21524
FM2D,33,32,0.537555,5.17715
FM2D,34,33,0.593799,4.98865
FM2D,35,34,0.51975,5.23954
FM2D,36,35,0.551938,3.3877
FM2D,37,36,0.665154,3.48066
FM2D,38,37,0.509444,4.88354
FM2D,39,38,0.52039,3.6797
FM2D,40,39,0.614418,3.31598
FM2D,41,40,0.526815,3.14752
FM2D,42,41,0.534675,3.30042
FM2D,43,42,0.586963,4.39651
FM2D,44,43,0.536075,5.27246
FM2D,45,44,0.537937,3.86735
FM2D,46,45,0.550331,4.52446
FM2D,47,46,0.488666,3.91289
FM2D,48,47,0.592111,3.55755
FM2D,49,48,0.53003,3.46484
FM2D,50,49,0.498555,4.47809
FM2D,51,50,0.586815,5.22748
FM2D,52,51,0.467248,4.50363
FM2D,53,52,0.460805,5.22387
FM2D,54,53,0.511245,7.20089
FM2D,55,54,0.443413,8.32904
FM2D,56,55,0.550173,4.00526
