alg,frame1,frame2,seconds,hd
FVR3D-2,8,7,36.3336,1.95294
FVR3D-2,9,8,36.4855,1.23494
FVR3D-2,10,9,48.9463,1.38593
FVR3D-2,11,10,31.9525,1.86798
FVR3D-2,12,11,36.3916,1.52445
FVR3D-2,13,12,49.9567,2.32754
FVR3D-2,14,13,44.618,1.29888
FVR3D-2,15,14,41.5284,2.91952
FVR3D-2,16,15,37.5876,22.182
FVR3D-2,17,16,44.5001,1.53832
FVR3D-2,18,17,40.5505,1.57237
FVR3D-2,19,18,49.1502,2.12892
FVR3D-2,20,19,40.8027,1.5533
FVR3D-2,21,20,33.2016,14.6046
FVR3D-2,22,21,42.529,27.7918
FVR3D-2,23,22,45.0959,2.36149
FVR3D-2,24,23,48.8882,1.5145
FVR3D-2,25,24,41.0232,1.92958
FVR3D-2,26,25,49.1223,2.15598
FVR3D-2,27,26,51.6722,9.43974
FVR3D-2,28,27,51.0456,8.32073
FVR3D-2,29,28,43.8702,1.7818
FFVR,5,4,4.7837,1.46117
FFVR,6,5,4.6013,1.92964
FFVR,7,6,4.60602,1.38809
FFVR,8,7,4.60412,1.98026
FFVR,9,8,4.60231,1.61666
FFVR,10,9,4.59657,1.46513
FFVR,11,10,4.60516,1.90556
FFVR,12,11,4.61059,2.01243
FFVR,13,12,4.60007,3.3101
FFVR,14,13,4.60493,1.73592
FFVR,15,14,4.60795,3.09713
FFVR,16,15,4.61035,26.0748
FFVR,17,16,4.6097,1.5894
FFVR,18,17,4.61293,1.74314
FFVR,19,18,4.6055,2.12096
FFVR,20,19,4.60604,2.29551
FFVR,21,20,4.61432,16.0395
FFVR,22,21,4.60547,32.0976
FFVR,23,22,4.60362,2.5757
FFVR,24,23,4.61151,1.6415
FFVR,25,24,4.61722,1.95566
FFVR,26,25,4.61179,2.41867
FFVR,27,26,4.61393,10.6107
FFVR,28,27,4.61733,10.8921
FFVR,29,28,4.60936,2.11487
FVR3D,5,4,7.18998,1.48486
FVR3D,6,5,5.55616,1.80289
FVR3D,7,6,5.80042,1.46099
FVR3D,8,7,5.66507,2.06994
FVR3D,9,8,5.60912,1.31945
FVR3D,10,9,5.90467,1.53846
FVR3D,11,10,5.84431,2.20397
FVR3D,12,11,5.63628,1.69838
FVR3D,13,12,5.51554,3.4782
FVR3D,14,13,5.60749,1.44044
FVR3D,15,14,5.83299,3.41345
FVR3D,16,15,6.03534,25.0291
FVR3D,17,16,5.61153,5.34069
FVR3D,18,17,5.61165,2.5291
FVR3D,19,18,5.63115,3.30545
FVR3D,20,19,5.70197,2.52637
FVR3D,21,20,5.68936,17.8696
FVR3D,22,21,5.65597,35.2232
FVR3D,23,22,5.66225,2.94166
FVR3D,24,23,5.54634,13.5261
FVR3D,25,24,5.58916,2.92029
FVR3D,26,25,5.62618,3.37865
FVR3D,27,26,5.58123,16.7992
FVR3D,28,27,5.64451,14.3767
FVR3D,29,28,5.62565,2.4141
FVR3D-2,5,4,45.768,1.38929
FVR3D-2,6,5,61.2698,1.49758
FVR3D-2,7,6,103.745,1.27839
FVR3D-2,8,7,46.9639,1.95334
FVR3D-2,9,8,31.644,1.37644
FVR3D-2,10,9,49.2219,1.41516
FVR3D-2,11,10,62.4928,1.82341
FVR3D-2,12,11,48.0661,1.57651
FVR3D-2,13,12,114.455,2.25391
FVR3D-2,14,13,76.9855,1.30306
FVR3D-2,15,14,137.956,2.9593
FVR3D-2,16,15,109.123,21.7875
FVR3D-2,17,16,119.684,1.48089
FVR3D-2,18,17,62.5152,1.70365
FVR3D-2,19,18,92.0561,2.05302
FVR3D-2,20,19,107.854,1.54714
FVR3D-2,21,20,89.4989,13.9853
FVR3D-2,22,21,171.097,27.6835
FVR3D-2,23,22,165.881,2.54045
FVR3D-2,24,23,283.851,1.54113
FVR3D-2,25,24,162.802,1.84711
FVR3D-2,26,25,164.606,2.14902
FVR3D-2,27,26,176.339,9.56195
FVR3D-2,28,27,589.82,8.11402
FVR3D-2,29,28,74.4668,1.79538
