alg,frame1,frame2,seconds,hd
FVR3D-2,23,22,34.9403,2.0516
FVR3D-2,24,23,26.9048,2.66274
FVR3D-2,25,24,43.9087,3.76322
FVR3D-2,26,25,38.307,1.88939
FVR3D-2,27,26,35.0985,1.96005
FVR3D-2,28,27,32.0988,6.71047
FVR3D-2,29,28,30.8309,1.87331
FFVR,5,4,5.78171,0.505137
FFVR,6,5,4.68145,0.600421
FFVR,7,6,4.64991,17.7408
FFVR,8,7,4.62704,23.671
FFVR,9,8,4.67463,1.4817
FFVR,10,9,4.63911,1.06275
FFVR,11,10,4.6443,1.11591
FFVR,12,11,4.62545,21.2543
FFVR,13,12,4.61491,61.2692
FFVR,14,13,4.62726,21.9125
FFVR,15,14,4.61948,8.26443
FFVR,16,15,4.62331,2.70236
FFVR,17,16,4.61212,2.39001
FFVR,18,17,4.7242,3.2638
FFVR,19,18,4.62339,25.1089
FFVR,20,19,4.68662,1.73455
FFVR,21,20,4.66815,1.37318
FFVR,22,21,4.66099,4.14752
FFVR,23,22,4.66012,1.73564
FFVR,24,23,4.63993,1.7095
FFVR,25,24,4.67829,18.6852
FFVR,26,25,4.6129,5.23758
FFVR,27,26,4.63522,2.62841
FFVR,28,27,4.63475,5.56165
FFVR,29,28,4.61365,2.16103
FVR,5,4,11.8795,0.499573
FVR,6,5,2.2036,0.754007
FVR,7,6,2.1492,21.2461
FVR,8,7,2.1557,22.087
FVR,9,8,2.15173,1.46422
FVR,10,9,2.15381,1.15092
FVR,11,10,1.84922,1.08908
FVR,12,11,1.75685,22.226
FVR,13,12,2.14205,58.6042
FVR,14,13,1.88517,19.7775
FVR,15,14,2.15125,9.43728
FVR,16,15,2.13142,2.25501
FVR,17,16,2.15332,1.44623
FVR,18,17,2.2451,2.80969
FVR,19,18,2.21666,24.1091
FVR,20,19,2.17515,1.559
FVR,21,20,2.15329,1.40152
FVR,22,21,2.19802,3.75495
FVR,23,22,2.18975,1.76836
FVR,24,23,2.17141,1.82514
FVR,25,24,2.17591,4.55243
FVR,26,25,2.15086,1.90772
FVR,27,26,2.15302,3.32825
FVR,28,27,2.14684,5.02634
FVR,29,28,2.18837,2.19048
FVR3D,5,4,5.55884,0.511011
FVR3D,6,5,5.53374,0.820903
FVR3D,7,6,5.76934,20.2194
FVR3D,8,7,5.89009,23.8351
FVR3D,9,8,5.5934,1.62174
FVR3D,10,9,5.36591,1.33882
FVR3D,11,10,5.59136,1.54678
FVR3D,12,11,5.57268,24.0324
FVR3D,13,12,5.56707,55.1727
FVR3D,14,13,5.61706,21.3793
FVR3D,15,14,5.55059,10.0899
FVR3D,16,15,5.62758,2.42073
FVR3D,17,16,6.08101,1.90031
FVR3D,18,17,5.58095,3.74843
FVR3D,19,18,5.54002,28.4233
FVR3D,20,19,5.65029,5.74034
FVR3D,21,20,5.68562,3.0389
FVR3D,22,21,5.57542,4.99611
FVR3D,23,22,6.01418,2.26301
FVR3D,24,23,5.84154,2.01528
FVR3D,25,24,5.57258,10.1543
FVR3D,26,25,5.56199,2.45636
FVR3D,27,26,5.51513,2.26873
FVR3D,28,27,5.47721,9.18069
FVR3D,29,28,5.56966,2.09987
FVR3D-2,5,4,16.2803,0.470504
FVR3D-2,6,5,15.8258,0.761263
FVR3D-2,7,6,46.3436,19.2585
FVR3D-2,8,7,42.2753,22.4893
FVR3D-2,9,8,41.943,1.35086
FVR3D-2,10,9,84.6523,0.79598
FVR3D-2,11,10,59.8192,0.957882
FVR3D-2,12,11,61.1058,21.8851
FVR3D-2,13,12,28.624,59.7055
FVR3D-2,14,13,82.7163,17.281
FVR3D-2,15,14,57.0749,8.50086
FVR3D-2,16,15,70.3325,1.75587
FVR3D-2,17,16,30.9794,1.77266
FVR3D-2,18,17,55.2715,2.63576
FVR3D-2,19,18,47.7012,25.4455
FVR3D-2,20,19,44.4018,1.99627
FVR3D-2,21,20,42.5296,1.55673
FVR3D-2,22,21,85.0491,4.60907
FVR3D-2,23,22,42.7459,2.15727
FVR3D-2,24,23,41.0018,1.62563
FVR3D-2,25,24,81.5714,4.39718
FVR3D-2,26,25,47.2563,2.09746
FVR3D-2,27,26,28.4065,2.89489
FVR3D-2,28,27,41.2237,6.20293
FVR3D-2,29,28,41.0901,1.82006
