alg,frame1,frame2,seconds,hd
FVR3D,13,12,39.1395,3338.75
FVR3D,14,13,38.0692,93.4151
FVR3D,15,14,38.0794,36.5125
FVR3D,16,15,38.0541,131.915
FVR3D,17,16,37.9632,49.7104
FVR3D,18,17,38.1384,51.5717
FVR3D,19,18,38.082,10.0379
FVR3D,20,19,37.9012,16.372
FVR3D,21,20,37.8313,12.955
FVR3D,22,21,37.8657,2321.17
FVR3D,23,22,37.964,1199.86
FVR3D,24,23,37.6783,5.75277
FVR3D,25,24,37.7911,6.55076
FVR3D,26,25,37.8087,782.356
FVR3D,27,26,37.7699,5.94359
FVR3D,28,27,38.2571,1624.46
FVR3D,29,28,37.7968,3.76396
FVR3D-2,5,4,33.3476,2.262
FVR3D-2,6,5,48.4807,2.94437
FVR3D-2,7,6,45.1408,2.78622
FVR3D-2,8,7,46.1825,4.73633
FVR3D-2,9,8,38.5316,6.44598
FVR3D-2,10,9,38.7173,7.01042
FVR3D-2,11,10,42.0512,5.69172
FVR3D-2,12,11,58.0271,1651.32
FVR3D-2,13,12,48.9592,2591.02
FVR3D-2,14,13,57.7782,7.19323
FVR3D-2,15,14,48.3004,28.6474
FVR3D-2,16,15,53.6782,34.8669
FVR3D-2,17,16,46.5017,18.1186
FVR3D-2,18,17,50.0472,6.96163
FVR3D-2,19,18,37.9226,5.93704
FVR3D-2,20,19,58.0269,11.182
FVR3D-2,21,20,56.7766,5.74073
FVR3D-2,22,21,50.3708,1331
FVR3D-2,23,22,45.3655,1078.21
FVR3D-2,24,23,37.2683,3.88306
FVR3D-2,25,24,38.073,5.1327
FVR3D-2,26,25,41.1694,3.50223
FVR3D-2,27,26,48.7035,4.2161
FVR3D-2,28,27,50.2244,2010.69
FVR3D-2,29,28,56.4343,3.38806
FFVR,5,4,4.63681,2.3658
FFVR,6,5,4.70655,3.68569
FFVR,7,6,4.71963,3.75238
FFVR,8,7,4.73427,7.10563
FFVR,9,8,4.71624,5.85066
FFVR,10,9,4.62022,7.90386
FFVR,11,10,4.62156,6.66977
FFVR,12,11,4.87917,9.23761
FFVR,13,12,4.65383,29.2431
FFVR,14,13,4.7216,9.79356
FFVR,15,14,4.69695,30.9904
FFVR,16,15,4.68612,61.6497
FFVR,17,16,4.67295,18.7384
FFVR,18,17,4.68598,8.799
FFVR,19,18,4.61559,6.44979
FFVR,20,19,4.60909,12.6389
FFVR,21,20,4.61104,7.12797
FFVR,22,21,4.61625,13.5391
FFVR,23,22,4.61157,22.452
FFVR,24,23,4.61143,3.88511
FFVR,25,24,4.62733,6.59742
FFVR,26,25,4.61323,4.08295
FFVR,27,26,4.61121,4.43144
FFVR,28,27,4.62689,3.76778
FFVR,29,28,4.63099,3.60275
