alg,frame1,frame2,seconds,hd
FVR3D,14,13,126.683,2.361
FVR3D,15,14,126.627,2.597
FVR3D,16,15,126.778,4.01929
FVR3D,17,16,126.728,2.35476
FVR3D,18,17,126.296,2.30162
FVR3D,19,18,125.49,7.35571
FVR3D,20,19,126.751,4.80788
FVR3D,21,20,126.667,2.61031
FVR3D,22,21,159.58,4.43701
FVR3D,23,22,144.633,5.64114
FVR3D,24,23,2396.11,8.22419
FVR3D,25,24,134.042,13.7694
FVR3D,26,25,130.136,3181.98
FVR3D,27,26,154.558,11.9843
FVR3D,28,27,155.077,16.879
FVR3D,29,28,154.113,42.8948
FVR3D-2,5,4,100.695,2.83422
FVR3D-2,6,5,102.377,2.14083
FVR3D-2,7,6,107.785,2.77382
FVR3D-2,8,7,104.507,1.87813
FVR3D-2,9,8,111.394,2.27314
FVR3D-2,10,9,106.424,3.53985
FVR3D-2,11,10,102.933,1.81771
FVR3D-2,12,11,88.151,1.96206
FVR3D-2,13,12,95.8591,2.45442
FVR3D-2,14,13,97.6166,2.05096
FVR3D-2,15,14,94.4821,2.0534
FVR3D-2,16,15,96.8838,2.86399
FVR3D-2,17,16,97.9931,2.14123
FVR3D-2,18,17,95.3234,2.0055
FVR3D-2,19,18,111.592,4.22902
FVR3D-2,20,19,96.8329,4.32704
FVR3D-2,21,20,102.247,2.22008
FVR3D-2,22,21,104.458,3.84896
FVR3D-2,23,22,116.65,5.67049
FVR3D-2,24,23,230.579,6.27758
FVR3D-2,25,24,143.417,12.3435
FVR3D-2,26,25,113.854,9816.13
FVR3D-2,27,26,119.801,3.10604
FVR3D-2,28,27,97.4552,12.2758
FVR3D-2,29,28,136.08,4.91037
FFVR,5,4,20.0805,2.70418
FFVR,6,5,19.2271,2.17364
FFVR,7,6,16.6166,2.71159
FFVR,8,7,19.9495,1.93793
FFVR,9,8,18.3178,2.46212
FFVR,10,9,18.1769,3.48562
FFVR,11,10,17.5551,1.82086
FFVR,12,11,18.4563,1.95614
FFVR,13,12,19.0691,2.77802
FFVR,14,13,18.2015,1.95067
FFVR,15,14,17.9661,1.9625
FFVR,16,15,18.4623,3.08065
FFVR,17,16,18.1598,2.15601
FFVR,18,17,18.6932,3.0649
FFVR,19,18,18.3642,4.77534
FFVR,20,19,18.3203,4.60187
FFVR,21,20,19.6594,2.23071
FFVR,22,21,18.3164,4.20595
FFVR,23,22,19.1555,5.77758
FFVR,24,23,19.6488,3.93801
FFVR,25,24,18.4557,6.17812
FFVR,26,25,20.7329,12.5326
FFVR,27,26,20.2412,3.57114
FFVR,28,27,19.5806,6.57273
FFVR,29,28,19.3119,5.72149
